Community Health,1547946103
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Judgments & Claims,27502703
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Judgments & Claims|Judgements & Claims-Budget,5092012
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Judgments & Claims|Judgements - Claims,22410691
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Professional & Specialized Services,5006508
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Professional & Specialized Services|Other Professional Services,5006508
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Rents & Leases-Buildings & Structures,637659
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Rents & Leases-Buildings & Structures|Garage Rent,487659
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Rents & Leases-Buildings & Structures|Miscellaneous Facilities Rental,50000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Rents & Leases-Buildings & Structures|Property Rent,100000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Taxes, Licenses & Permits,19809723
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Taxes, Licenses & Permits|Payments to Other Govt,15473062
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Taxes, Licenses & Permits|Taxes, Licenses & Permits-Budget,4336661
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Training,80000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Training|Training Costs Paid to Employees,50000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Non Personnel Services|Training|Training Costs Paid to Vendors,30000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Overhead,47330012
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Overhead|Overhead,47330012
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Overhead|Overhead|Department Overhead,47330012
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Salaries,6807936
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Salaries|One-Time Payments,2420627
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Salaries|One-Time Payments|Incentive Pay - Misc.,1008000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Salaries|One-Time Payments|Ret Payout - SP & Vac - Misc,1412627
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Salaries|Permanent Salaries-Misc,3435309
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Salaries|Permanent Salaries-Misc|Misc-Regular,3435309
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Salaries|Premium Pay,952000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Salaries|Premium Pay|Premium Pay - Misc,952000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts,23521816
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds),23521816
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|EF-PUC-Water Charges,186500
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Board of Supervisors,28322
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Bus & Ecn Dev,239956
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-City Attorney-Legal Services,10829915
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-District Attorney,26111
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-HRC Surety Bond,85455
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Purch-General Office,14689
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Purch-Mail Services,150714
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Rent Paid to Real Estate,4421766
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Risk Management Services (AAO),2088480
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-TIS-Telephone(AAO),1196688
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Tax Collector,128312
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Reproduction,2671
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-TIS-ISD Services,28733
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-TIS-ISD Services-Infrastructure Cost,3613899
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|SR-DPW-Street Cleaning,427500
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Services of Other Depts|Services of Other Depts (AAO Funds)|TIS-SFGTV Services (AAO),52105
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Transfer Adjustments-Uses,-55668481
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-55668481
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-55559866
Public Works, Transportation & Commerce|Municipal Transportation Agency|Agency Wide Expenses|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses (Citywide),-108615
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction,0
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Allocated Charges,-5090420
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Allocated Charges|Allocated Charges,-5090420
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Allocated Charges|Allocated Charges|Allocated Charges-Specific Sources,-5090420
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies,470773
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Building & Construction Supplies,2035
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Building & Construction Supplies|Other Construction Materials,2035
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Equipment (5K or Less-Controlled Asset),163182
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Equipment (5K or Less-Controlled Asset)|Equipment (5K or Less-Controlled Asset),163182
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Equipment Maintenance Supplies,1628
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Equipment Maintenance Supplies|Other Equipment Maint Supplies,1628
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Food,2035
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Food|Food,2035
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Fuels and Lubricants,18315
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Fuels and Lubricants|Fuels & Lubricants,18315
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Other Materials & Supplies,268315
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Other Materials & Supplies|Data Processing Supplies,179487
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Other Materials & Supplies|Other Materials & Supplies,2340
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Other Materials & Supplies|Other Office Supplies,86488
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Safety,15263
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Materials & Supplies|Safety|Other Safety Expenses,15263
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services,2766886
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Employee Expenses,3053
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Employee Expenses|Auto Mileage,1211
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Employee Expenses|Local Field Exp,1842
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Maintenance Svcs-Equipment,31784
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Maintenance Svcs-Equipment|DP/WP Equipment Maint,22728
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Maintenance Svcs-Equipment|Office Equip Maint,5088
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Maintenance Svcs-Equipment|Other Equip Maint,1221
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Maintenance Svcs-Equipment|Vehicle Maint (Non Central Shops),2747
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Membership Fees,5088
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Membership Fees|Membership Fees,5088
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Other Current Expenses,822512
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Other Current Expenses|Copy Machine,31034
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Other Current Expenses|Freight/Delivery,1018
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Other Current Expenses|Other Current Expenses,743284
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Other Current Expenses|Postage,7123
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Other Current Expenses|Printing,37000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Other Current Expenses|Subscriptions,3053
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Professional & Specialized Services,1335149
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Professional & Specialized Services|Engineering Services,419399
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Professional & Specialized Services|Other Professional Services,915750
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Rents & Leases-Buildings & Structures,232819
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Rents & Leases-Buildings & Structures|Garage Rent,26862
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Rents & Leases-Buildings & Structures|Miscellaneous Facilities Rental,205957
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Rents & Leases-Equipment,6105
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Rents & Leases-Equipment|Office Machine Rental,6105
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Taxes, Licenses & Permits,49088
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Taxes, Licenses & Permits|Fees Licenses Permits,49088
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Training,204721
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Training|Training Costs Paid to Employees,204721
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Travel,76567
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Travel|Air Travel - Employees,12311
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Non Personnel Services|Travel|Non-Air Travel - Employees,64256
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Services of Other Depts,1852761
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Services of Other Depts|Services of Other Depts (AAO Funds),1852761
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-City Attorney-Legal Services,452479
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Purch-General Office,102423
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Real Estate Service,22500
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Rent Paid to Real Estate,1097281
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-TIS-Telephone(AAO),58078
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Services of Other Depts|Services of Other Depts (AAO Funds)|SR-DPW-Architecture,45000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Capital Programs & Construction|Services of Other Depts|Services of Other Depts (AAO Funds)|SR-DPW-Building Repair,75000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning,604441
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Allocated Charges,-789378
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Allocated Charges|Allocated Charges,-789378
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Allocated Charges|Allocated Charges|Allocated Charges-Specific Sources,-789378
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits,121124
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Dental Coverage,4956
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,4956
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Health Service,32415
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,12648
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Health Service|Health Service-City Match,19767
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Other Fringe Benefits,1554
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,1554
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Retirement,57994
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Retirement|Retire City Misc,57994
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Social Security,23243
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),18594
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),4649
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Unemployment Insurance,962
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,962
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Materials & Supplies,53000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Materials & Supplies|Equipment (5K or Less-Controlled Asset),7000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Materials & Supplies|Equipment (5K or Less-Controlled Asset)|Equipment (5K or Less-Controlled Asset),7000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Materials & Supplies|Other Materials & Supplies,46000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Materials & Supplies|Other Materials & Supplies|Minor Data Processing Equipment,10000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Materials & Supplies|Other Materials & Supplies|Other Materials & Supplies,27000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Materials & Supplies|Other Materials & Supplies|Other Office Supplies,9000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services,274214
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Employee Expenses,1600
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Employee Expenses|Employee Field Expenses-Budget,1600
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Membership Fees,2000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Membership Fees|Membership Fees,2000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Other Current Expenses,8500
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Other Current Expenses|Other Current Expenses,5500
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Other Current Expenses|Subscriptions,3000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Professional & Specialized Services,223852
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Professional & Specialized Services|Other Professional Services,50875
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,172977
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Rents & Leases-Buildings & Structures,4000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Rents & Leases-Buildings & Structures|Miscellaneous Facilities Rental,4000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Training,19000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Training|Training - Budget,7000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Training|Training Costs Paid to Employees,12000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Travel,15262
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Travel|Air Travel - Employees,7631
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Non Personnel Services|Travel|Non-Air Travel - Employees,7631
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Overhead,76278
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Overhead|Overhead,76278
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Overhead|Overhead|Department Overhead,32406
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Overhead|Overhead|Division Overhead,43872
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Salaries,320588
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Salaries|Permanent Salaries-Misc,320588
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Salaries|Permanent Salaries-Misc|Misc-Regular,320588
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Services of Other Depts,548615
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Services of Other Depts|Services of Other Depts (AAO Funds),548615
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-City Attorney-Legal Services,189321
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-City Planning,100000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Mayor's Office Services,40220
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Purch-Mail Services,3497
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Rent Paid to Real Estate,207094
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-TIS-Telephone(AAO),6114
Public Works, Transportation & Commerce|Municipal Transportation Agency|Development And Planning|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Reproduction,2369
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic,72075798
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Allocated Charges,-2837270
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Allocated Charges|Allocated Charges,-2837270
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Allocated Charges|Allocated Charges|Allocated Charges-Specific Sources,-2837270
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Capital Outlay,377775
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Capital Outlay|Equip Purchase,377775
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Capital Outlay|Equip Purchase|Equipment Purchase-Budget,377775
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits,9477882
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Dental Coverage,301903
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,301903
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Health Service,5344635
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,787216
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Health Service|Health Service-City Match,1185541
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Health Service|Health Service-Retiree Health Subsidy,3371878
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Other Fringe Benefits,141209
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,76106
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,65103
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Retirement,2470292
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Retirement|Retire City Misc,2470292
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Social Security,1172913
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),946090
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),226823
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Unemployment Insurance,46930
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,46930
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Materials & Supplies,8099680
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Materials & Supplies|Materials & Supplies Budget Only,8099680
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Materials & Supplies|Materials & Supplies Budget Only|Materials & Supplies-Budget,8099680
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services,23491558
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Employee Expenses,534
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Employee Expenses|Employee Field Expenses-Budget,534
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Judgments & Claims,509
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Judgments & Claims|Judgements & Claims-Budget,509
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Maintenance Svcs-Building & Structures,115857
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Maintenance Svcs-Building & Structures|Maint Svcs-Buildings & Impvts-Budget,108857
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Maintenance Svcs-Building & Structures|Scavenger Services,7000
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Maintenance Svcs-Equipment,9722
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Maintenance Svcs-Equipment|Maint Svcs-Equipment-Budget,9722
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Membership Fees,3800
Public Works, Transportation & Commerce|Municipal Transportation Agency|Parking & Traffic|Non Personnel Services|Membership Fees|Membership Fees,3800
